idx,src,tgt,pred,prob
beam2,Whydidn'tyoutellustherewasawitness?,Pourquoinenousavez-vouspasditqu'ilyavaituntémoin?,Pourquoiquevousquevousvousquez-vousquez-vouspaspasdez-vous?,tensor([-36.9046])
beam3,Whydidn'tyoutellustherewasawitness?,Pourquoinenousavez-vouspasditqu'ilyavaituntémoin?,Pourquoiquevousquevousvousquez-vousquez-vouspaspastuez-vous?,tensor([-38.7239])
beam4,Whydidn'tyoutellustherewasawitness?,Pourquoinenousavez-vouspasditqu'ilyavaituntémoin?,Pourquoiquevousquevousvousquez-vousquez-vouspaspasdez-vouss?,tensor([-39.3332])
beam0,Myunclediedofcancer.,Mononcleestmortd'uncancer.,Maitentondentrandessontre.,tensor([-38.3047])
beam1,Myunclediedofcancer.,Mononcleestmortd'uncancer.,Maitentondentrandessontres.,tensor([-40.2078])
beam2,Myunclediedofcancer.,Mononcleestmortd'uncancer.,Maitentondentrandessontrent.,tensor([-42.1880])
beam3,Myunclediedofcancer.,Mononcleestmortd'uncancer.,Maitentondentrandessontentre.,tensor([-43.4525])
beam4,Myunclediedofcancer.,Mononcleestmortd'uncancer.,Maitentondentrandessontrente.,tensor([-43.7786])
beam0,Itmakessense.,Çasetient.,Jesuisquejesuis.,tensor([-11.2483])
beam1,Itmakessense.,Çasetient.,Jesuisquejesuiss.,tensor([-13.2793])
beam2,Itmakessense.,Çasetient.,Jesuisquej'aistes.,tensor([-14.8987])
beam3,Itmakessense.,Çasetient.,Jesuisquejesuisses.,tensor([-16.2803])
beam4,Itmakessense.,Çasetient.,Jesuisquej'aissestes.,tensor([-18.5597])
beam0,Yougottagetmoreorganized.,Ilfautquevoussoyezplusorganisés.,Vousêtezvousêtrevousdezpas.,tensor([-21.8611])
beam1,Yougottagetmoreorganized.,Ilfautquevoussoyezplusorganisés.,Vousêtezvousêtrevousdezpous.,tensor([-23.4365])
beam2,Yougottagetmoreorganized.,Ilfautquevoussoyezplusorganisés.,Vousêtezvousêtrevousdezpasder.,tensor([-26.4850])
beam3,Yougottagetmoreorganized.,Ilfautquevoussoyezplusorganisés.,Vousêtezvousêtrevousdezpasdere.,tensor([-28.1349])
beam4,Yougottagetmoreorganized.,Ilfautquevoussoyezplusorganisés.,Vousêtezvousêtrevousdezpasderer.,tensor([-29.2754])
beam0,Theyreceivedaboxofbooks.,Ilsontreçuunecaissedelivres.,Ilsontpourdessontresours.,tensor([-32.0004])
beam1,Theyreceivedaboxofbooks.,Ilsontreçuunecaissedelivres.,Ilsontpourdessontrentres.,tensor([-32.1062])
beam2,Theyreceivedaboxofbooks.,Ilsontreçuunecaissedelivres.,Ilsontpourdessontresontre.,tensor([-32.7726])
beam3,Theyreceivedaboxofbooks.,Ilsontreçuunecaissedelivres.,Ilsontpourdessontresontres.,tensor([-34.2094])
beam4,Theyreceivedaboxofbooks.,Ilsontreçuunecaissedelivres.,Ilsontpourdessontresontrent.,tensor([-36.2140])
beam0,Theslaughteroftheprisonerswasabarbarousact.,Lemassacredesprisonniersétaitunactebarbare.,Lesontrestentressontpourdessantessentressesssentrontresssessessesssesessssesessessentres.,tensor([-146.1869])
beam1,Theslaughteroftheprisonerswasabarbarousact.,Lemassacredesprisonniersétaitunactebarbare.,Lesontrestentressontpourdessantessentressesssentrontresssessessesssesessssesessessentrentrantres.,tensor([-159.1970])
beam2,Theslaughteroftheprisonerswasabarbarousact.,Lemassacredesprisonniersétaitunactebarbare.,Lesontrestentressontpourdessantessentressesssentrontresssessessesssesessssesessessentrentrantrantre,tensor([-162.4925])
beam3,Theslaughteroftheprisonerswasabarbarousact.,Lemassacredesprisonniersétaitunactebarbare.,Lesontrestentressontpourdessantessentressesssentrontresssessessesssesessssesessessentrentrantrentre,tensor([-162.5485])
beam4,Theslaughteroftheprisonerswasabarbarousact.,Lemassacredesprisonniersétaitunactebarbare.,Lesontrestentressontpourdessantessentressesssentrontresssessessesssesessssesessessentrentrantressss,tensor([-162.9133])
beam0,Theymadeusworkallday.,Ellesnousontfaittravaillertoutelajournée.,Elllesommententpourdemant.,tensor([-28.9497])
beam1,Theymadeusworkallday.,Ellesnousontfaittravaillertoutelajournée.,Elllesommententpourdemais.,tensor([-29.0045])
beam2,Theymadeusworkallday.,Ellesnousontfaittravaillertoutelajournée.,Elllesommententpourdemait.,tensor([-29.0063])
beam3,Theymadeusworkallday.,Ellesnousontfaittravaillertoutelajournée.,Elllesommententpourdemantent.,tensor([-33.0746])
beam4,Theymadeusworkallday.,Ellesnousontfaittravaillertoutelajournée.,Elllesommententpourdemantdes.,tensor([-33.5235])
beam0,I'llarrangethatforyou.,J'arrangeraicelapourvous.,Jevousaisparderais.,tensor([-19.2803])
beam1,I'llarrangethatforyou.,J'arrangeraicelapourvous.,Jevousaisparderait.,tensor([-19.3567])
beam2,I'llarrangethatforyou.,J'arrangeraicelapourvous.,Jevousaisparderavoir.,tensor([-20.9457])
beam3,I'llarrangethatforyou.,J'arrangeraicelapourvous.,Jevousaisparderavous.,tensor([-21.4618])
beam4,I'llarrangethatforyou.,J'arrangeraicelapourvous.,Jevousaisparderavoire.,tensor([-23.2070])
beam0,Ihaveafeelingyoumightwanttoseethese.,J'ail'impressionquetuvoudraispeut-êtrevoirceux-ci.,Jeveuxquevousdevousaisquejevousais.,tensor([-29.9324])
beam1,Ihaveafeelingyoumightwanttoseethese.,J'ail'impressionquetuvoudraispeut-êtrevoirceux-ci.,Jeveuxquevousdevousaisquejevousd'aistenterais.,tensor([-47.2982])
beam2,Ihaveafeelingyoumightwanttoseethese.,J'ail'impressionquetuvoudraispeut-êtrevoirceux-ci.,Jeveuxquevousdevousaisquejevousd'aistenterair.,tensor([-47.6676])
beam3,Ihaveafeelingyoumightwanttoseethese.,J'ail'impressionquetuvoudraispeut-êtrevoirceux-ci.,Jeveuxquevousdevousaisquejevousd'aistenterent.,tensor([-47.9741])
beam4,Ihaveafeelingyoumightwanttoseethese.,J'ail'impressionquetuvoudraispeut-êtrevoirceux-ci.,Jeveuxquevousdevousaisquejevousd'aistenterentente.,tensor([-55.1169])
beam0,Thatstudentraisedhishandtoaskaquestion.,Cetétudiantlevalamainpourposerunequestion.,C'estpasentdecontequetuechaitentesantes.,tensor([-51.6352])
beam1,Thatstudentraisedhishandtoaskaquestion.,Cetétudiantlevalamainpourposerunequestion.,C'estpasentdecontequetuechaitentesantite.,tensor([-53.4675])
beam2,Thatstudentraisedhishandtoaskaquestion.,Cetétudiantlevalamainpourposerunequestion.,C'estpasentdecontequetuechaitentesantites.,tensor([-55.1145])
beam3,Thatstudentraisedhishandtoaskaquestion.,Cetétudiantlevalamainpourposerunequestion.,C'estpasentdecontequetuechaitentesantitent.,tensor([-56.8353])
beam4,Thatstudentraisedhishandtoaskaquestion.,Cetétudiantlevalamainpourposerunequestion.,C'estpasentdecontequetuechaitentesantitentes.,tensor([-60.0924])
beam0,Ihatethisjobsometimes.,Jedétesteceboulot,parfois.,Jepensequej'aispasdemais.,tensor([-19.2254])
beam1,Ihatethisjobsometimes.,Jedétesteceboulot,parfois.,Jepensequej'aispasdemant.,tensor([-20.1335])
beam2,Ihatethisjobsometimes.,Jedétesteceboulot,parfois.,Jepensequej'aispasdemair.,tensor([-20.1349])
beam3,Ihatethisjobsometimes.,Jedétesteceboulot,parfois.,Jepensequej'aispasdemante.,tensor([-21.7455])
beam4,Ihatethisjobsometimes.,Jedétesteceboulot,parfois.,Jepensequej'aispasdemantere.,tensor([-24.8807])
beam0,TomwillbeinBostonnextyear.,TomseraàBostonl'annéeprochaine.,Tomn'avaitpasdeTomment.,tensor([-19.5432])
beam1,TomwillbeinBostonnextyear.,TomseraàBostonl'annéeprochaine.,Tomn'avaitpasdeTommentre.,tensor([-22.2489])
beam2,TomwillbeinBostonnextyear.,TomseraàBostonl'annéeprochaine.,Tomn'avaitpasdeTommentent.,tensor([-22.6678])
beam3,TomwillbeinBostonnextyear.,TomseraàBostonl'annéeprochaine.,Tomn'avaitpasTommententent.,tensor([-24.7929])
beam4,TomwillbeinBostonnextyear.,TomseraàBostonl'annéeprochaine.,Tomn'avaitpasdeTommententent.,tensor([-26.5515])
beam0,Lookonbothsidesoftheshield.,Regardedesdeuxcôtésdupanneau.,Lessonssonssentpaslesdessontres.,tensor([-43.7379])
beam1,Lookonbothsidesoftheshield.,Regardedesdeuxcôtésdupanneau.,Lessonssonssentpaslesdessontrent.,tensor([-45.7409])
beam2,Lookonbothsidesoftheshield.,Regardedesdeuxcôtésdupanneau.,Lessonssonssentpaslesdessontress.,tensor([-45.7623])
beam3,Lookonbothsidesoftheshield.,Regardedesdeuxcôtésdupanneau.,Lessonssonssentpaslesdessontressont.,tensor([-49.9969])
beam4,Lookonbothsidesoftheshield.,Regardedesdeuxcôtésdupanneau.,Lessonssonssentpaslesdessontressontes.,tensor([-52.9545])
beam0,Don'tthankmenow.,Nemeremerciezpasmaintenant.,Nenepeuxpas!,tensor([-6.8189])
beam1,Don'tthankmenow.,Nemeremerciezpasmaintenant.,Nepeuxpas!Nezpas!,tensor([-8.3089])
beam2,Don'tthankmenow.,Nemeremerciezpasmaintenant.,Nepezpas!Nezpas!,tensor([-8.2306])
beam3,Don'tthankmenow.,Nemeremerciezpasmaintenant.,Nenepaspas!Nezpas!,tensor([-9.0528])
beam4,Don'tthankmenow.,Nemeremerciezpasmaintenant.,Nepezpas!Nezpas!Nous!,tensor([-10.6395])
beam0,Moststudentsstudyhard.,Laplupartdesétudiantsétudientdurement.,MestrèrestontrèreMait.,tensor([-27.2530])
beam1,Moststudentsstudyhard.,Laplupartdesétudiantsétudientdurement.,MestrèrestontrèreMais.,tensor([-27.8203])
beam2,Moststudentsstudyhard.,Laplupartdesétudiantsétudientdurement.,MestrèrestontrèreMaite.,tensor([-29.4220])
beam3,Moststudentsstudyhard.,Laplupartdesétudiantsétudientdurement.,MestrèrestontrèreMaitde.,tensor([-30.2961])
beam4,Moststudentsstudyhard.,Laplupartdesétudiantsétudientdurement.,MestrèrestontrèreMaitdes.,tensor([-32.0136])
beam0,Becalm.,Soyezcalmes!,Rez-vous!,tensor([-4.7508])
beam1,Becalm.,Soyezcalmes!,Pez-vous!,tensor([-4.8988])
beam2,Becalm.,Soyezcalmes!,Dez-vous!,tensor([-5.4380])
beam3,Becalm.,Soyezcalmes!,Rez-moi!,tensor([-5.7445])
beam4,Becalm.,Soyezcalmes!,Dez-moi!,tensor([-6.3302])
beam0,Youareoldenoughtostandonyourownfeet.,Tuesassezgrandpourtenirsurtesproprespieds.,Vousêtezvousêtrevousdezpousdezpasd'asdentres.,tensor([-44.0334])
beam1,Youareoldenoughtostandonyourownfeet.,Tuesassezgrandpourtenirsurtesproprespieds.,Vousêtezvousêtrevousdezpousdezpasd'asdentrerente.,tensor([-50.4840])
beam2,Youareoldenoughtostandonyourownfeet.,Tuesassezgrandpourtenirsurtesproprespieds.,Vousêtezvousêtrevousdezpousdezpasd'asdentrerentre.,tensor([-51.5307])
beam3,Youareoldenoughtostandonyourownfeet.,Tuesassezgrandpourtenirsurtesproprespieds.,Vousêtezvousêtrevousdezpousdezpasd'asdentrentrere.,tensor([-51.8443])
beam4,Youareoldenoughtostandonyourownfeet.,Tuesassezgrandpourtenirsurtesproprespieds.,Vousêtezvousêtrevousdezpousdezpasd'asdentrerentrere.,tensor([-54.9662])
beam0,IthoughtIwashappy.,Jepensaisquej'étaisheureux.,Jepensequej'aispasquej'ais.,tensor([-14.5370])
beam1,IthoughtIwashappy.,Jepensaisquej'étaisheureux.,Jepensequejevousquevousais.,tensor([-14.7602])
beam2,IthoughtIwashappy.,Jepensaisquej'étaisheureux.,Jepensequejevousquej'aispas.,tensor([-15.0674])
beam3,IthoughtIwashappy.,Jepensaisquej'étaisheureux.,Jepensequejevousquej'aispass.,tensor([-17.6461])
beam4,IthoughtIwashappy.,Jepensaisquej'étaisheureux.,Jepensequejevousquej'aispasser.,tensor([-21.3528])
beam0,Hurryup,girls.,Onsedépêche,lesfilles!,Vousêtez-vous!,tensor([-9.3262])
beam1,Hurryup,girls.,Onsedépêche,lesfilles!,Vousêtez-vous.,tensor([-9.6119])
beam2,Hurryup,girls.,Onsedépêche,lesfilles!,Vousêtez-vousez!,tensor([-12.2211])
beam3,Hurryup,girls.,Onsedépêche,lesfilles!,Vousêtez-voussez!,tensor([-13.8939])
beam4,Hurryup,girls.,Onsedépêche,lesfilles!,Vousêtez-vous,jes!,tensor([-15.9995])
beam0,Hehastilywrotedownournames.,Ilaécrithâtivementnosnoms.,Iln'avaispasdemontrententre.,tensor([-32.8295])
beam1,Hehastilywrotedownournames.,Ilaécrithâtivementnosnoms.,Iln'avaispasdemantententrais.,tensor([-33.8853])
beam2,Hehastilywrotedownournames.,Ilaécrithâtivementnosnoms.,Iln'avaispasdemantententrait.,tensor([-34.0868])
beam3,Hehastilywrotedownournames.,Ilaécrithâtivementnosnoms.,Iln'avaispasdemontrententrais.,tensor([-35.3736])
beam4,Hehastilywrotedownournames.,Ilaécrithâtivementnosnoms.,Iln'avaispasdemontrententrait.,tensor([-35.5160])
beam0,Areyougoingtotakepartinthecontest?,Allez-vousparticiperàlacompétition?,Pourquez-vousavousprez-vouspas?,tensor([-21.4548])
beam1,Areyougoingtotakepartinthecontest?,Allez-vousparticiperàlacompétition?,Pourquez-vousavousprez-vousprentre?,tensor([-27.4476])
beam2,Areyougoingtotakepartinthecontest?,Allez-vousparticiperàlacompétition?,Pourquez-vousavousprez-vousprender?,tensor([-27.6366])
beam3,Areyougoingtotakepartinthecontest?,Allez-vousparticiperàlacompétition?,Pourquez-vousavousprez-vousprentrer?,tensor([-29.2572])
beam4,Areyougoingtotakepartinthecontest?,Allez-vousparticiperàlacompétition?,Pourquez-vousavousprez-vousprentrere?,tensor([-30.6370])
beam0,Wouldyoulikesomethingeasier?,Voudriez-vousquelquechosedeplusfacile?,Pourquoivous-vousez-vouspas?,tensor([-16.3129])
beam1,Wouldyoulikesomethingeasier?,Voudriez-vousquelquechosedeplusfacile?,Pourquoivous-vousez-vousez-vous?,tensor([-17.7116])
beam2,Wouldyoulikesomethingeasier?,Voudriez-vousquelquechosedeplusfacile?,Pourquoivous-vousez-vousez-vouspas?,tensor([-20.5747])
beam3,Wouldyoulikesomethingeasier?,Voudriez-vousquelquechosedeplusfacile?,Pourquoivous-vousez-vousez-vousair?,tensor([-21.4555])
beam4,Wouldyoulikesomethingeasier?,Voudriez-vousquelquechosedeplusfacile?,Pourquoivous-vousez-vousez-vouspasder?,tensor([-25.4466])
beam0,Listen.,Écoutez!,Rez-vous!,tensor([-5.4667])
beam1,Listen.,Écoutez!,Lez-vous!,tensor([-6.2830])
beam2,Listen.,Écoutez!,Rez-voi!,tensor([-6.7387])
beam3,Listen.,Écoutez!,Lestez-vous!,tensor([-8.6305])
beam4,Listen.,Écoutez!,Lez-voi!,tensor([-7.5658])
beam0,Ican'tleavenow.,Jenepeuxpaspartirmaintenant.,Jenepeuxpaspas.,tensor([-6.4790])
beam1,Ican'tleavenow.,Jenepeuxpaspartirmaintenant.,Jenenepeuxpaspas.,tensor([-7.3729])
beam2,Ican'tleavenow.,Jenepeuxpaspartirmaintenant.,Jenenepeuxpaspaser.,tensor([-10.3762])
beam3,Ican'tleavenow.,Jenepeuxpaspartirmaintenant.,Jenenepeuxpaspasentre.,tensor([-13.3552])
beam4,Ican'tleavenow.,Jenepeuxpaspartirmaintenant.,Jenenepeuxpaspasenter.,tensor([-13.6586])
beam0,Maybeweshouldkeeplooking.,Peut-êtredevrions-nouscontinueràregarder.,Maitentrondespartententour.,tensor([-36.7504])
beam1,Maybeweshouldkeeplooking.,Peut-êtredevrions-nouscontinueràregarder.,Maitentrondespartententoure.,tensor([-37.9780])
beam2,Maybeweshouldkeeplooking.,Peut-êtredevrions-nouscontinueràregarder.,Maitentrondespartententouvous.,tensor([-39.8181])
beam3,Maybeweshouldkeeplooking.,Peut-êtredevrions-nouscontinueràregarder.,Maitentrondespartententouvour.,tensor([-40.1624])
beam4,Maybeweshouldkeeplooking.,Peut-êtredevrions-nouscontinueràregarder.,Maitentrondespartententouvoure.,tensor([-41.8546])
beam0,She'snotachild.,Ellen'estpasuneenfant.,Ellen'estpas.,tensor([-7.7210])
beam1,She'snotachild.,Ellen'estpasuneenfant.,Ellen'estpasle.,tensor([-10.7175])
beam2,She'snotachild.,Ellen'estpasuneenfant.,Ellen'estpasent.,tensor([-11.1896])
beam3,She'snotachild.,Ellen'estpasuneenfant.,Ellen'estpasd'ait.,tensor([-13.7637])
beam4,She'snotachild.,Ellen'estpasuneenfant.,Ellen'estpasd'ant.,tensor([-13.7937])
beam0,HehasthesamecameraasIhave.,Ilalemêmeappareilphotoquemoi.,Ils'aimentd'aillementd'ais.,tensor([-32.5258])
beam1,HehasthesamecameraasIhave.,Ilalemêmeappareilphotoquemoi.,Ils'aimentd'aillementd'ait.,tensor([-32.6911])
beam2,HehasthesamecameraasIhave.,Ilalemêmeappareilphotoquemoi.,Ils'aimentd'aillementd'aile.,tensor([-34.3375])
beam3,HehasthesamecameraasIhave.,Ilalemêmeappareilphotoquemoi.,Ils'aimentd'aillementd'aire.,tensor([-34.3837])
beam4,HehasthesamecameraasIhave.,Ilalemêmeappareilphotoquemoi.,Ils'aimentd'aillementd'aille.,tensor([-35.3065])
beam0,You'dbetterconsultthedoctor.,Vousferiezmieuxdeconsulterlemédecin.,Vousn'êtespasfairezpaspas.,tensor([-19.7715])
beam1,You'dbetterconsultthedoctor.,Vousferiezmieuxdeconsulterlemédecin.,Vousn'êtespasfairezpaspasderdes.,tensor([-28.3112])
beam2,You'dbetterconsultthedoctor.,Vousferiezmieuxdeconsulterlemédecin.,Vousn'êtespasfairezpaspasderder.,tensor([-28.4237])
beam3,You'dbetterconsultthedoctor.,Vousferiezmieuxdeconsulterlemédecin.,Vousn'êtespasfairezpaspasderd'ait.,tensor([-31.0012])
beam4,You'dbetterconsultthedoctor.,Vousferiezmieuxdeconsulterlemédecin.,Vousn'êtespasfairezpaspasderd'air.,tensor([-31.0465])
beam0,Iamswampedwithwork.,Jesuissubmergédetravail.,Jevousaisquevousais.,tensor([-15.7364])
beam1,Iamswampedwithwork.,Jesuissubmergédetravail.,Jevousaisquejevousais.,tensor([-17.3734])
beam2,Iamswampedwithwork.,Jesuissubmergédetravail.,Jevousaisquejevousaisde.,tensor([-21.3979])
beam3,Iamswampedwithwork.,Jesuissubmergédetravail.,Jevousaisquejevousaisder.,tensor([-22.5523])
beam4,Iamswampedwithwork.,Jesuissubmergédetravail.,Jevousaisquejevousaisd'air.,tensor([-24.3406])
beam0,Let'scheckitout.,Contrôlons-le.,Nous!,tensor([-4.3900])
beam1,Let'scheckitout.,Contrôlons-le.,Nez-vous!,tensor([-5.6681])
beam2,Let'scheckitout.,Contrôlons-le.,Nez-vouss!,tensor([-8.0851])
beam3,Let'scheckitout.,Contrôlons-le.,Nez-vousais!,tensor([-9.9019])
beam4,Let'scheckitout.,Contrôlons-le.,Nez-vouschais!,tensor([-12.6857])
beam0,I'djustliketosayI'msorry.,Jevoudraissimplementdirequejesuisdésolé.,Jepensequejevouspasquejej'aispas.,tensor([-19.0568])
beam1,I'djustliketosayI'msorry.,Jevoudraissimplementdirequejesuisdésolé.,Jepensequejejevouspasquejej'aispas.,tensor([-20.6718])
beam2,I'djustliketosayI'msorry.,Jevoudraissimplementdirequejesuisdésolé.,Jepensequejejevouspasquejej'aispais.,tensor([-22.5224])
beam3,I'djustliketosayI'msorry.,Jevoudraissimplementdirequejesuisdésolé.,Jepensequejejevouspasquejej'aispass.,tensor([-22.6488])
beam4,I'djustliketosayI'msorry.,Jevoudraissimplementdirequejesuisdésolé.,Jepensequejejevouspasquejej'aispasterer.,tensor([-29.0556])
beam0,Thisisn'tenough.,Cen'estpassuffisant.,Cen'estpaspas.,tensor([-6.8350])
beam1,Thisisn'tenough.,Cen'estpassuffisant.,Cen'estpaspasent.,tensor([-10.0568])
beam2,Thisisn'tenough.,Cen'estpassuffisant.,Cen'estpaspasin.,tensor([-10.2672])
beam3,Thisisn'tenough.,Cen'estpassuffisant.,Cen'estpaspases.,tensor([-10.5134])
beam4,Thisisn'tenough.,Cen'estpassuffisant.,Cen'estpaspasente.,tensor([-12.2987])
beam0,Areyouhappy?,Êtes-vouscontente?,Vousêtez-vous?,tensor([-3.5482])
beam1,Areyouhappy?,Êtes-vouscontente?,Êtes-vous?,tensor([-3.4640])
beam2,Areyouhappy?,Êtes-vouscontente?,Vousêtes-vous?,tensor([-4.7089])
beam3,Areyouhappy?,Êtes-vouscontente?,Vousêtrez-vous?,tensor([-5.3910])
beam4,Areyouhappy?,Êtes-vouscontente?,Vousêtez-vousête?,tensor([-7.5297])
beam0,Hiscommentsaboutthebookwerefavorable.,Sescommentairessurlelivreétaientfavorables.,Ilfaitpourdementraitdemantdentrandespoure.,tensor([-56.7339])
beam1,Hiscommentsaboutthebookwerefavorable.,Sescommentairessurlelivreétaientfavorables.,Ilfaitpourdementraitdemantdentrandespourde.,tensor([-58.2787])
beam2,Hiscommentsaboutthebookwerefavorable.,Sescommentairessurlelivreétaientfavorables.,Ilfaitpourdementraitdemantdentrandespoures.,tensor([-58.3813])
beam3,Hiscommentsaboutthebookwerefavorable.,Sescommentairessurlelivreétaientfavorables.,Ilfaitpourdementraitdemantdentrandespourdes.,tensor([-59.8975])
beam4,Hiscommentsaboutthebookwerefavorable.,Sescommentairessurlelivreétaientfavorables.,Ilfaitpourdementraitdemantdentrandespourdere.,tensor([-61.8746])
beam0,Comerightin.,Entrez,jevousprie.,Rez-vous!,tensor([-6.1605])
beam1,Comerightin.,Entrez,jevousprie.,Vous!,tensor([-5.3557])
beam2,Comerightin.,Entrez,jevousprie.,Rez-voi!,tensor([-7.7727])
beam3,Comerightin.,Entrez,jevousprie.,Rez-vous.,tensor([-8.1362])
beam4,Comerightin.,Entrez,jevousprie.,Rez-vousez!,tensor([-9.1806])
beam0,Iheardhersinging.,Jel'aientenduechanter.,Jen'aipasdemais.,tensor([-14.2602])
beam1,Iheardhersinging.,Jel'aientenduechanter.,Jen'aipasdemande.,tensor([-16.0769])
beam2,Iheardhersinging.,Jel'aientenduechanter.,Jen'aipasdemandes.,tensor([-17.6662])
beam3,Iheardhersinging.,Jel'aientenduechanter.,Jen'aipasdemantent.,tensor([-19.3151])
beam4,Iheardhersinging.,Jel'aientenduechanter.,Jen'aipasdemantente.,tensor([-21.0064])
beam0,I'mverybusysodon'tcountonme.,Jesuistrèsoccupée,alorsnecomptezpassurmoi.,Jenevouspasquevousvousvousvous.,tensor([-18.3846])
beam1,I'mverybusysodon'tcountonme.,Jesuistrèsoccupée,alorsnecomptezpassurmoi.,Jenevouspasquevousvousvousêtrezpas.,tensor([-20.7177])
beam2,I'mverybusysodon'tcountonme.,Jesuistrèsoccupée,alorsnecomptezpassurmoi.,Jenevouspasquevousvousvousdezvous.,tensor([-20.8365])
beam3,I'mverybusysodon'tcountonme.,Jesuistrèsoccupée,alorsnecomptezpassurmoi.,Jenevouspasquevousvousvousêtrezvous.,tensor([-21.6377])
beam4,I'mverybusysodon'tcountonme.,Jesuistrèsoccupée,alorsnecomptezpassurmoi.,Jenevouspasquevousvousvousêtrezvouss.,tensor([-24.1307])
beam0,Tomwantstobuysomebooks.,Tomveutacheterdeslivres.,Tomn'avaitpasTomble.,tensor([-15.2399])
beam1,Tomwantstobuysomebooks.,Tomveutacheterdeslivres.,Tomn'avaispasTommentent.,tensor([-19.5865])
beam2,Tomwantstobuysomebooks.,Tomveutacheterdeslivres.,Tomn'avaitpasTommentent.,tensor([-19.5901])
beam3,Tomwantstobuysomebooks.,Tomveutacheterdeslivres.,Tomn'avaispasTommentrent.,tensor([-21.0132])
beam4,Tomwantstobuysomebooks.,Tomveutacheterdeslivres.,Tomn'avaitpasTommentrent.,tensor([-21.0317])
beam0,Theylikeapples.,Ilsaimentlespommes.,Ellessontpas.,tensor([-12.1147])
beam1,Theylikeapples.,Ilsaimentlespommes.,Ellesontessontre.,tensor([-16.7201])
beam2,Theylikeapples.,Ilsaimentlespommes.,Ellessontessontre.,tensor([-17.7360])
beam3,Theylikeapples.,Ilsaimentlespommes.,Ellesontessontres.,tensor([-17.9042])
beam4,Theylikeapples.,Ilsaimentlespommes.,Ellessontessontres.,tensor([-18.9476])
beam0,Hewillalsogo.,Iliraégalement.,Iln'aitpas.,tensor([-11.1818])
beam1,Hewillalsogo.,Iliraégalement.,Iln'aitpasour.,tensor([-15.2241])
beam2,Hewillalsogo.,Iliraégalement.,Iln'aitpasourle.,tensor([-17.1234])
beam3,Hewillalsogo.,Iliraégalement.,Iln'aitpasourde.,tensor([-17.7679])
beam4,Hewillalsogo.,Iliraégalement.,Iln'aitpasourdelait.,tensor([-23.7794])
beam0,Andwhathappenedafterthat?,Qu'est-ilarrivéaprèsça?,Pourquoinez-vousez-vouspas?,tensor([-16.0511])
beam1,Andwhathappenedafterthat?,Qu'est-ilarrivéaprèsça?,Pourquoinez-vousez-vouspasdentre?,tensor([-24.1498])
beam2,Andwhathappenedafterthat?,Qu'est-ilarrivéaprèsça?,Pourquoinez-vousez-vouspasdentrere?,tensor([-27.7885])
beam3,Andwhathappenedafterthat?,Qu'est-ilarrivéaprèsça?,Pourquoinez-vousez-vouspasdentrende?,tensor([-28.9933])
beam4,Andwhathappenedafterthat?,Qu'est-ilarrivéaprèsça?,Pourquoinez-vousez-vouspasdentrente?,tensor([-29.3333])
beam0,Theaccidenthappenedtwohoursago.,L'accidentestsurvenuilyadeuxheures.,Iln'apasdechantentandechantre.,tensor([-41.5268])
beam1,Theaccidenthappenedtwohoursago.,L'accidentestsurvenuilyadeuxheures.,Iln'apasdechantentandechandes.,tensor([-41.7760])
beam2,Theaccidenthappenedtwohoursago.,L'accidentestsurvenuilyadeuxheures.,Iln'apasdechantentandechantres.,tensor([-43.5954])
beam3,Theaccidenthappenedtwohoursago.,L'accidentestsurvenuilyadeuxheures.,Iln'apasdechantentandechantentes.,tensor([-46.9853])
beam4,Theaccidenthappenedtwohoursago.,L'accidentestsurvenuilyadeuxheures.,Iln'apasdechantentandechantentante.,tensor([-50.2182])
beam0,Amancameinandsatonthestoolnexttoher.,Unhommeentraets'assitsuruntabouretàcôtéd'elle.,Tomn'estpasdemantdendemanchantentententendes.,tensor([-60.6437])
beam1,Amancameinandsatonthestoolnexttoher.,Unhommeentraets'assitsuruntabouretàcôtéd'elle.,Tomn'estpasdemantdendemanchantentententendesantres.,tensor([-71.0100])
beam2,Amancameinandsatonthestoolnexttoher.,Unhommeentraets'assitsuruntabouretàcôtéd'elle.,Tomn'estpasdemantdendemanchantentententendesantentes.,tensor([-74.6843])
beam3,Amancameinandsatonthestoolnexttoher.,Unhommeentraets'assitsuruntabouretàcôtéd'elle.,Tomn'estpasdemantdendemanchantentendesantentententes.,tensor([-74.7954])
beam4,Amancameinandsatonthestoolnexttoher.,Unhommeentraets'assitsuruntabouretàcôtéd'elle.,Tomn'estpasdemantdendemanchantentententendesantrentes.,tensor([-76.5160])
beam0,Hemadeuphismindtomarryher.,Ilsefitàl'idéedel'épouser.,Ilfaitpourdemandemais.,tensor([-24.5643])
beam1,Hemadeuphismindtomarryher.,Ilsefitàl'idéedel'épouser.,Ilfaitpourdementdemais.,tensor([-25.9800])
beam2,Hemadeuphismindtomarryher.,Ilsefitàl'idéedel'épouser.,Ilfaitpourdementdemantre.,tensor([-29.0349])
beam3,Hemadeuphismindtomarryher.,Ilsefitàl'idéedel'épouser.,Ilfaitpourdementdemantrais.,tensor([-31.4676])
beam4,Hemadeuphismindtomarryher.,Ilsefitàl'idéedel'épouser.,Ilfaitpourdementdemantrait.,tensor([-31.9437])
